"Tabela 10061 - Pessoas de 18 anos ou mais de idade, por nível de instrução, segundo os grupos de idade, o sexo e a cor ou raça"
"Variável - Pessoas de 18 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Ano x Nível de instrução x Grupo de idade"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"2022"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Sem instrução e fundamental incompleto";;;;;;;;;;;;;;;;;;"Fundamental completo e médio incompleto";;;;;;;;;;;;;;;;;;"Médio completo e superior incompleto";;;;;;;;;;;;;;;;;;"Superior completo"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais";"18 a 24 anos";"18 a 19 anos";"20 a 24 anos";"25 anos ou mais";"25 a 64 anos";"25 a 29 anos";"30 a 34 anos";"35 a 39 anos";"40 a 44 anos";"45 a 49 anos";"50 a 54 anos";"55 a 59 anos";"60 a 64 anos";"65 anos ou mais";"65 a 69 anos";"70 a 74 anos";"75 a 79 anos";"80 anos ou mais"
"Sudeste";"Homens";"Branca";"140538";"36412";"104126";"3393515";"2171523";"122752";"142168";"176766";"253389";"304188";"378692";"393207";"400361";"1221992";"371447";"322861";"235590";"292093";"359311";"147255";"212056";"1744321";"1435622";"195184";"179197";"181306";"185992";"170187";"179744";"182228";"161785";"308699";"123714";"84723";"49567";"50694";"1198329";"303573";"894756";"4665078";"4154787";"675376";"629078";"637153";"619586";"483496";"419903";"374160";"316034";"510291";"226093";"138432";"75984";"69782";"160233";"7474";"152760";"3572648";"3059727";"398042";"482626";"511516";"491729";"356578";"299568";"277130";"242537";"512921";"198186";"145460";"88734";"80540"
"Sudeste";"Homens";"Preta";"71960";"17611";"54349";"1159822";"871991";"67679";"74304";"86950";"117100";"128710";"140756";"132558";"123935";"287831";"104933";"79849";"49437";"53612";"154203";"55484";"98720";"557707";"508932";"92417";"81079";"76288";"72250";"56810";"52023";"43350";"34714";"48775";"23974";"13103";"6881";"4818";"279968";"59235";"220733";"1158362";"1099457";"207133";"189118";"189542";"175496";"124747";"94533";"69326";"49562";"58905";"31215";"15699";"7143";"4848";"19692";"1362";"18330";"344917";"323915";"48155";"57878";"61685";"54088";"37809";"28056";"21354";"14889";"21002";"10483";"6438";"2138";"1943"
"Sudeste";"Homens";"Amarela";"994";"221";"772";"28112";"11423";"882";"879";"948";"1394";"1836";"1540";"1698";"2245";"16688";"2809";"3814";"3762";"6303";"2064";"1065";"998";"18976";"11375";"736";"813";"1379";"1503";"1750";"1689";"1782";"1724";"7601";"1810";"1994";"1601";"2196";"13795";"4121";"9674";"65299";"47472";"5614";"5431";"5876";"6613";"5730";"6542";"6060";"5606";"17827";"6086";"4866";"3352";"3523";"2831";"181";"2650";"101455";"78910";"7775";"10611";"12583";"13210";"9912";"9245";"8057";"7517";"22545";"8314";"6758";"4000";"3474"
"Sudeste";"Homens";"Parda";"222974";"56201";"166774";"3748086";"2805521";"201956";"229650";"271855";"375053";"417272";"456900";"442147";"410688";"942565";"346821";"259962";"164676";"171106";"497725";"183555";"314170";"1798349";"1629135";"279470";"252370";"242803";"223072";"185677";"170563";"153277";"121903";"169214";"82043";"46932";"22604";"17635";"1021527";"242293";"779235";"3652426";"3456662";"643289";"599489";"599419";"544179";"389832";"298218";"220631";"161605";"195764";"102086";"52825";"23253";"17600";"72380";"4875";"67504";"1110924";"1039294";"158686";"183436";"195954";"173550";"121298";"86862";"68731";"50777";"71631";"32843";"20720";"10354";"7714"
"Sudeste";"Homens";"Indígena";"1253";"319";"935";"13482";"10160";"817";"813";"1075";"1291";"1688";"1654";"1449";"1373";"3322";"1044";"941";"521";"816";"1714";"674";"1040";"5271";"4781";"784";"765";"750";"520";"502";"653";"482";"324";"490";"311";"118";"47";"15";"2818";"597";"2221";"11881";"11167";"2046";"1959";"2038";"1814";"1216";"955";"606";"534";"714";"390";"100";"155";"70";"200";"19";"181";"5103";"4621";"609";"801";"810";"811";"578";"290";"324";"398";"481";"232";"102";"86";"62"
"Sudeste";"Mulheres";"Branca";"92843";"24605";"68238";"4022100";"2158730";"80710";"100984";"140194";"221785";"294972";"390810";"444896";"484379";"1863370";"481791";"449124";"361230";"571226";"285054";"123128";"161926";"1893342";"1443550";"150735";"154793";"166032";"186308";"186706";"196572";"210177";"192227";"449791";"155048";"114056";"76363";"104324";"1288814";"337842";"950971";"5276990";"4586753";"685830";"658955";"695752";"695006";"559043";"491651";"432773";"367742";"690237";"274528";"177708";"108925";"129076";"239658";"10567";"229091";"4851454";"4238526";"565161";"656347";"694140";"679504";"503965";"420561";"388570";"330279";"612928";"252784";"175615";"96278";"88251"
"Sudeste";"Mulheres";"Preta";"43348";"10834";"32513";"1140515";"744655";"38939";"47595";"60544";"88451";"108338";"127243";"132927";"140618";"395860";"125358";"103786";"73068";"93647";"110332";"41406";"68926";"513689";"447825";"66336";"63217";"63514";"62777";"56058";"50309";"46300";"39312";"65864";"29362";"18183";"9027";"9293";"292399";"64583";"227816";"1175284";"1102956";"199398";"187379";"189240";"171938";"127495";"95976";"74969";"56561";"72328";"36232";"19378";"9213";"7505";"30562";"1482";"29081";"490074";"461010";"70873";"77067";"84243";"77320";"54941";"39761";"33104";"23700";"29064";"14746";"8257";"3869";"2192"
"Sudeste";"Mulheres";"Amarela";"737";"213";"524";"41460";"12988";"1001";"873";"1256";"1700";"1734";"1869";"2211";"2345";"28472";"3351";"5689";"6161";"13270";"2215";"1192";"1024";"20228";"9409";"601";"1092";"902";"1022";"1356";"1142";"1454";"1839";"10819";"2337";"2518";"2597";"3367";"14090";"4169";"9920";"68073";"47701";"5507";"4406";"5608";"6172";"6522";"6462";"6390";"6633";"20373";"6549";"4944";"4130";"4749";"3308";"43";"3265";"111759";"91508";"8951";"11857";"14057";"14307";"11441";"10839";"10691";"9365";"20252";"8206";"6643";"3444";"1959"
"Sudeste";"Mulheres";"Parda";"140314";"36714";"103599";"3812566";"2582439";"128864";"159120";"210451";"310262";"378372";"448265";"474586";"472520";"1230127";"412963";"325205";"219209";"272751";"379590";"146311";"233279";"1727535";"1530935";"227331";"215289";"216813";"215981";"189038";"173790";"161735";"130959";"196601";"90958";"52474";"27310";"25859";"1086976";"268932";"818044";"3965563";"3744313";"689021";"653437";"645718";"585988";"420402";"329959";"243630";"176158";"221250";"115185";"56060";"28125";"21880";"113453";"6481";"106972";"1587114";"1493210";"238594";"264903";"275144";"246330";"168083";"127622";"102164";"70369";"93904";"47054";"26111";"11834";"8906"
"Sudeste";"Mulheres";"Indígena";"879";"263";"616";"15797";"10208";"670";"600";"828";"1288";"1350";"1667";"1917";"1888";"5588";"1711";"1276";"871";"1731";"1264";"635";"629";"6007";"5042";"686";"742";"728";"677";"581";"734";"436";"459";"965";"372";"279";"173";"141";"3517";"846";"2670";"13232";"12070";"2689";"1815";"1914";"1675";"1220";"1146";"926";"684";"1162";"441";"324";"213";"184";"356";"-";"356";"7684";"7029";"671";"1207";"1352";"1399";"727";"590";"638";"446";"655";"263";"160";"106";"126"
"Sul";"Homens";"Branca";"94377";"23612";"70765";"2239031";"1472014";"87775";"94095";"111077";"161529";"202722";"257650";"281157";"276010";"767017";"253631";"214249";"145342";"153795";"246374";"98315";"148059";"1069137";"929664";"136000";"129818";"126539";"119808";"106071";"106553";"112013";"92861";"139473";"63403";"38120";"20244";"17706";"579785";"135715";"444070";"2289392";"2101649";"365580";"343042";"341416";"311268";"232573";"197666";"175142";"134963";"187743";"90745";"51907";"26047";"19044";"68846";"3248";"65598";"1416204";"1262768";"176551";"216565";"220520";"207875";"144135";"112208";"100989";"83925";"153436";"63135";"43433";"26661";"20207"
"Sul";"Homens";"Preta";"16161";"3608";"12553";"212364";"164088";"15844";"16216";"16610";"21224";"22767";"25288";"24674";"21466";"48276";"17864";"13539";"8353";"8519";"30324";"10453";"19871";"104154";"96459";"18287";"16949";"16050";"13530";"10692";"8477";"6965";"5508";"7695";"3930";"2059";"1031";"676";"41363";"7815";"33549";"176031";"168708";"33057";"30595";"31178";"25629";"17799";"14257";"9426";"6766";"7323";"4037";"1856";"920";"511";"2836";"121";"2715";"52012";"49342";"8021";"8767";"8786";"7458";"5819";"4608";"3617";"2266";"2670";"1269";"659";"503";"239"
"Sul";"Homens";"Amarela";"260";"71";"189";"6525";"2632";"218";"240";"203";"505";"273";"375";"300";"516";"3893";"588";"891";"953";"1461";"574";"188";"386";"4198";"2635";"125";"273";"384";"343";"344";"359";"440";"367";"1563";"350";"534";"260";"419";"4117";"820";"3296";"13765";"10356";"1350";"1080";"1284";"1366";"1283";"1430";"1336";"1226";"3409";"1270";"882";"631";"627";"537";"22";"515";"20889";"17291";"1653";"2466";"2704";"3104";"2328";"1748";"1771";"1518";"3598";"1308";"1137";"634";"518"
"Sul";"Homens";"Parda";"62138";"15908";"46231";"858181";"660846";"58317";"59379";"64730";"84152";"97748";"105956";"100731";"89833";"197335";"75227";"53770";"35296";"33041";"130526";"46569";"83957";"386836";"363351";"73926";"61686";"57533";"49828";"38716";"33215";"28113";"20333";"23485";"11831";"6672";"3069";"1912";"191712";"42619";"149094";"627751";"603652";"130794";"113391";"105349";"88719";"62255";"46916";"33621";"22608";"24099";"13398";"6104";"2703";"1895";"13682";"799";"12882";"191711";"182299";"29453";"36433";"35506";"29536";"19632";"14095";"10372";"7271";"9412";"4718";"2795";"1082";"818"
"Sul";"Homens";"Indígena";"1311";"374";"937";"10494";"8621";"1181";"983";"1063";"1218";"1211";"1200";"914";"849";"1872";"768";"414";"302";"387";"2351";"792";"1560";"4051";"3782";"1064";"760";"629";"405";"255";"254";"223";"192";"269";"88";"94";"48";"38";"2261";"425";"1836";"4824";"4545";"1312";"810";"803";"445";"437";"293";"225";"220";"279";"159";"91";"17";"12";"55";"2";"53";"1846";"1675";"244";"295";"289";"276";"155";"197";"104";"117";"171";"47";"80";"32";"12"
"Sul";"Mulheres";"Branca";"60001";"15642";"44360";"2424457";"1393032";"53627";"64690";"85091";"140416";"190149";"253732";"298213";"307116";"1031425";"296878";"263665";"200120";"270761";"187310";"79715";"107595";"1043506";"856657";"104866";"101630";"106116";"109156";"104011";"110518";"117982";"102379";"186849";"76006";"48548";"28922";"33373";"633956";"158078";"475878";"2426086";"2183939";"359899";"342944";"344853";"316503";"251460";"217176";"196944";"154159";"242148";"106873";"65173";"35433";"34669";"120922";"4805";"116117";"2056933";"1862004";"281088";"317736";"324840";"293478";"205516";"169084";"152525";"117738";"194928";"82870";"56681";"30765";"24612"
"Sul";"Mulheres";"Preta";"9063";"2152";"6911";"197578";"136887";"9206";"10783";"11909";"16167";"19572";"22606";"22926";"23718";"60691";"19875";"15908";"11066";"13842";"21942";"8070";"13873";"92342";"82554";"14588";"12846";"12799";"11366";"9427";"7682";"7150";"6697";"9788";"4302";"2921";"1412";"1153";"41313";"8728";"32585";"175486";"165633";"32485";"29723";"28354";"24897";"18538";"13582";"10388";"7665";"9854";"5149";"2656";"992";"1056";"4260";"348";"3912";"72595";"67585";"10267";"11872";"12529";"10675";"8177";"6009";"4779";"3277";"5011";"2436";"1412";"760";"403"
"Sul";"Mulheres";"Amarela";"120";"20";"100";"9144";"2967";"184";"281";"318";"308";"300";"516";"471";"588";"6177";"905";"1354";"1321";"2596";"552";"243";"309";"4008";"2459";"266";"168";"257";"326";"389";"307";"368";"378";"1550";"387";"337";"413";"412";"3574";"1063";"2511";"12817";"9640";"1243";"1029";"1292";"1042";"1362";"1292";"1199";"1180";"3177";"1226";"792";"597";"562";"970";"43";"927";"21997";"18601";"2222";"2543";"2706";"2773";"2471";"2224";"1963";"1697";"3396";"1307";"1098";"793";"198"
"Sul";"Mulheres";"Parda";"37979";"9359";"28619";"834908";"602255";"36864";"43092";"51629";"74345";"90274";"103114";"104467";"98471";"232652";"81899";"62574";"42406";"45774";"99772";"36887";"62885";"338589";"314244";"57744";"51544";"47407";"43293";"35422";"30978";"26649";"21207";"24346";"12240";"6338";"3254";"2513";"205738";"48957";"156780";"634411";"609925";"134632";"116970";"104662";"87907";"62116";"47312";"34152";"22174";"24486";"13168";"6211";"2930";"2178";"23895";"1444";"22450";"266181";"253644";"46750";"49713";"46869";"39560";"27366";"19432";"14906";"9048";"12537";"6256";"3582";"1636";"1062"
"Sul";"Mulheres";"Indígena";"1320";"276";"1044";"11612";"9051";"1160";"959";"1265";"1324";"1302";"1095";"942";"1004";"2561";"754";"519";"415";"871";"2101";"720";"1381";"3607";"3386";"964";"647";"586";"391";"268";"165";"233";"132";"221";"58";"45";"44";"75";"2488";"560";"1928";"5239";"5034";"1509";"1028";"816";"465";"378";"225";"347";"266";"206";"105";"51";"11";"38";"151";"3";"148";"1806";"1725";"267";"228";"296";"323";"274";"113";"186";"38";"82";"40";"14";"18";"10"
"Centro-Oeste";"Homens";"Branca";"27922";"7681";"20241";"549438";"383576";"23249";"27140";"35663";"48092";"56590";"66437";"65975";"60430";"165861";"53059";"43806";"31474";"37523";"64164";"26794";"37371";"237585";"208590";"33607";"29816";"28378";"28524";"24506";"24458";"21506";"17793";"28996";"12080";"7691";"4846";"4378";"168775";"43979";"124796";"555580";"508014";"92375";"82632";"79886";"74822";"56807";"49013";"40504";"31974";"47567";"21666";"13112";"7020";"5768";"24272";"1005";"23268";"486194";"434299";"62824";"73560";"76941";"72203";"49341";"39982";"33823";"25626";"51894";"20360";"14657";"9056";"7820"
"Centro-Oeste";"Homens";"Preta";"14311";"3731";"10580";"232451";"184131";"12684";"16403";"21168";"27592";"29034";"28494";"26212";"22543";"48320";"17075";"12567";"8636";"10041";"30127";"11047";"19080";"91260";"86313";"18120";"15232";"14156";"12494";"9470";"7232";"5724";"3884";"4947";"2105";"1517";"671";"654";"47659";"10403";"37255";"166822";"160556";"33328";"29204";"28664";"25987";"17034";"12026";"8797";"5517";"6266";"3110";"1651";"814";"691";"4952";"201";"4751";"74864";"71880";"12083";"14022";"13641";"10950";"8500";"6052";"3907";"2725";"2983";"1648";"588";"255";"493"
"Centro-Oeste";"Homens";"Amarela";"257";"21";"235";"4178";"2417";"175";"238";"132";"394";"356";"522";"294";"305";"1762";"205";"486";"508";"563";"528";"232";"295";"2143";"1691";"262";"185";"197";"245";"145";"226";"206";"225";"452";"148";"55";"123";"125";"1669";"427";"1242";"5581";"4507";"858";"556";"576";"637";"476";"566";"410";"429";"1074";"345";"359";"232";"139";"238";"30";"208";"9304";"7617";"787";"879";"1560";"1169";"1002";"658";"903";"660";"1687";"637";"451";"363";"236"
"Centro-Oeste";"Homens";"Parda";"65446";"17119";"48328";"980877";"768559";"57044";"69665";"85955";"109747";"117511";"122796";"111228";"94613";"212318";"76918";"57221";"38062";"40117";"145890";"55320";"90570";"430951";"403214";"81620";"67370";"64330";"57963";"45357";"36882";"28844";"20847";"27737";"13145";"7695";"3838";"3059";"253894";"61768";"192127";"810159";"773728";"160354";"143285";"134962";"116437";"85175";"60761";"43530";"29223";"36432";"18485";"10362";"4441";"3144";"25038";"1413";"23624";"354629";"333949";"53823";"63208";"61153";"55216";"37943";"27636";"19822";"15147";"20680";"9933";"6016";"2624";"2108"
"Centro-Oeste";"Homens";"Indígena";"3587";"1087";"2500";"19312";"15970";"2000";"2200";"2336";"2427";"2338";"1720";"1658";"1292";"3342";"989";"851";"516";"986";"4141";"1631";"2510";"5603";"5425";"1794";"1201";"852";"523";"378";"305";"228";"145";"178";"101";"34";"8";"36";"4120";"978";"3142";"8774";"8513";"2493";"1929";"1522";"918";"745";"424";"280";"202";"261";"126";"23";"86";"25";"131";"3";"128";"2762";"2598";"260";"408";"529";"396";"315";"239";"283";"166";"165";"131";"12";"6";"16"
"Centro-Oeste";"Mulheres";"Branca";"16858";"4885";"11972";"535374";"326166";"14064";"17714";"25612";"37664";"47421";"57534";"63048";"63108";"209208";"59420";"51883";"40320";"57584";"48905";"21631";"27274";"235341";"196347";"23905";"22808";"24626";"28738";"26070";"25593";"24315";"20293";"38993";"14405";"9564";"6530";"8495";"192845";"53302";"139543";"624151";"561474";"94961";"86977";"85944";"83264";"66909";"58327";"47340";"37751";"62677";"25894";"17468";"9520";"9795";"39283";"1687";"37595";"696934";"633992";"91417";"105317";"110514";"103900";"74508";"60670";"49390";"38277";"62942";"26360";"18030";"10104";"8448"
"Centro-Oeste";"Mulheres";"Preta";"7264";"1957";"5307";"176127";"126944";"7063";"8033";"12521";"17446";"18970";"21152";"22076";"19682";"49183";"16148";"12870";"9042";"11122";"18599";"7253";"11346";"70503";"65011";"10785";"10041";"10704";"9364";"7909";"6845";"5519";"3843";"5493";"2719";"1452";"748";"573";"46798";"10733";"36065";"157481";"150734";"30315";"27093";"26766";"22165";"16726";"12932";"8660";"6078";"6747";"3552";"1782";"840";"573";"6339";"159";"6179";"93623";"88964";"14813";"15816";"15932";"14885";"10291";"7731";"5786";"3709";"4659";"2319";"1294";"659";"386"
"Centro-Oeste";"Mulheres";"Amarela";"226";"13";"213";"4466";"2599";"163";"206";"222";"271";"415";"399";"475";"448";"1867";"342";"474";"511";"540";"567";"177";"390";"2271";"1758";"161";"203";"288";"205";"300";"206";"261";"134";"512";"87";"111";"136";"178";"1917";"431";"1486";"6519";"5477";"1124";"798";"694";"813";"711";"485";"374";"478";"1042";"411";"270";"81";"280";"489";"-";"489";"10769";"9475";"913";"1304";"1942";"1734";"999";"942";"906";"734";"1294";"556";"435";"212";"90"
"Centro-Oeste";"Mulheres";"Parda";"42167";"11081";"31087";"890494";"654309";"37835";"48247";"64379";"87531";"98538";"109249";"108952";"99578";"236185";"82495";"63138";"41218";"49334";"111512";"43802";"67710";"402520";"371306";"65378";"57255";"57184";"54636";"45663";"37295";"31144";"22753";"31213";"14084";"8573";"4743";"3814";"284301";"72661";"211640";"910654";"868142";"173840";"157918";"148650";"129837";"99351";"72051";"52206";"34290";"42512";"22423";"10557";"5414";"4119";"40067";"2191";"37876";"538913";"509487";"83519";"90889";"91575";"84649";"59733";"44795";"31957";"22370";"29426";"14738";"8600";"3633";"2455"
"Centro-Oeste";"Mulheres";"Indígena";"3783";"1171";"2612";"21989";"17684";"2573";"2524";"2797";"2675";"2152";"1864";"1762";"1337";"4304";"1359";"871";"734";"1341";"3809";"1436";"2373";"5345";"5009";"1384";"1030";"904";"570";"575";"197";"181";"168";"337";"145";"153";"5";"34";"4191";"1040";"3150";"8364";"8054";"2702";"1749";"1326";"761";"642";"469";"266";"139";"310";"126";"107";"39";"37";"181";"15";"167";"3165";"2978";"558";"532";"559";"529";"336";"198";"129";"138";"186";"58";"65";"59";"4"
"Rondônia";"Homens";"Branca";"3548";"976";"2572";"66213";"48866";"3525";"3630";"4861";"6140";"7564";"8169";"7628";"7348";"17348";"5859";"4527";"3286";"3675";"6592";"2530";"4062";"20468";"18559";"3170";"3040";"2926";"2643";"1957";"1826";"1695";"1303";"1908";"903";"518";"277";"211";"11850";"3282";"8567";"36739";"34948";"7151";"6155";"5903";"4934";"3447";"2844";"2647";"1867";"1791";"914";"498";"206";"172";"1566";"53";"1513";"24108";"22604";"3436";"4319";"4138";"3518";"2510";"1697";"1811";"1175";"1504";"699";"396";"165";"244"
"Rondônia";"Homens";"Preta";"1668";"465";"1203";"29293";"22792";"1709";"1860";"2808";"3552";"3252";"3494";"3597";"2522";"6501";"2403";"1724";"1287";"1087";"2793";"1104";"1689";"8174";"7790";"1411";"1472";"1311";"1000";"915";"689";"630";"362";"384";"182";"111";"54";"37";"3320";"557";"2763";"13078";"12686";"2645";"2365";"2126";"1738";"1494";"1207";"715";"394";"393";"216";"106";"29";"42";"225";"31";"194";"5557";"5420";"922";"1172";"1000";"758";"643";"396";"342";"188";"137";"95";"33";"-";"9"
"Rondônia";"Homens";"Amarela";"31";"22";"10";"391";"266";"12";"30";"58";"22";"39";"17";"21";"67";"125";"27";"65";"3";"30";"72";"38";"34";"186";"174";"36";"27";"18";"19";"14";"25";"34";"1";"12";"3";"-";"8";"-";"86";"44";"42";"388";"349";"71";"77";"35";"91";"43";"11";"-";"20";"38";"-";"25";"13";"-";"35";"-";"35";"453";"384";"28";"78";"60";"113";"33";"10";"36";"26";"70";"53";"-";"17";"-"
"Rondônia";"Homens";"Parda";"10869";"2997";"7872";"135671";"108353";"9125";"10157";"12793";"15618";"16212";"16810";"14908";"12730";"27318";"10507";"7358";"4433";"5020";"16774";"6714";"10061";"43122";"40830";"9180";"7505";"6366";"5665";"3870";"3404";"2730";"2109";"2292";"1322";"501";"310";"159";"23727";"5135";"18592";"70962";"68742";"15030";"13995";"11941";"10473";"6552";"4456";"3838";"2457";"2220";"1189";"644";"155";"231";"2065";"100";"1965";"28523";"27034";"4184";"5062";"5574";"3854";"3272";"2104";"1733";"1251";"1489";"791";"327";"289";"83"
"Rondônia";"Homens";"Indígena";"373";"114";"259";"2076";"1705";"190";"299";"172";"222";"220";"241";"227";"134";"371";"95";"96";"55";"126";"551";"239";"312";"694";"673";"210";"206";"78";"66";"52";"45";"4";"12";"21";"19";"1";"1";"-";"312";"54";"258";"836";"817";"274";"198";"107";"87";"56";"72";"6";"17";"19";"19";"-";"-";"-";"15";"-";"15";"207";"207";"26";"16";"27";"50";"58";"25";"4";"1";"-";"-";"-";"-";"-"
"Rondônia";"Mulheres";"Branca";"2041";"608";"1433";"60053";"40906";"1920";"2601";"3648";"5052";"6315";"6999";"7271";"7100";"19147";"6315";"5202";"3663";"3967";"5054";"2145";"2909";"18085";"16260";"2489";"2392";"2425";"2292";"1936";"1996";"1422";"1308";"1825";"803";"434";"306";"282";"14794";"3674";"11120";"40675";"38486";"8015";"6106";"6607";"5828";"4244";"3220";"2592";"1875";"2189";"1008";"699";"237";"244";"2448";"215";"2233";"39502";"37591";"5558";"6978";"6573";"6339";"4391";"3360";"2872";"1519";"1911";"1047";"535";"132";"197"
"Rondônia";"Mulheres";"Preta";"917";"229";"688";"20024";"14200";"828";"948";"1348";"2000";"2081";"2345";"2525";"2124";"5824";"2069";"1633";"933";"1189";"1687";"646";"1041";"6499";"6266";"1140";"1108";"1207";"764";"727";"518";"507";"295";"233";"116";"97";"11";"9";"3534";"818";"2716";"12057";"11715";"2580";"2441";"1760";"1583";"1442";"996";"657";"255";"342";"184";"100";"-";"58";"354";"3";"351";"7721";"7408";"1066";"1488";"1168";"1223";"952";"468";"683";"360";"314";"267";"43";"3";"-"
"Rondônia";"Mulheres";"Amarela";"51";"-";"51";"370";"284";"35";"8";"53";"39";"29";"36";"59";"24";"87";"41";"11";"12";"22";"58";"9";"49";"249";"246";"45";"33";"45";"16";"42";"13";"42";"10";"3";"3";"-";"-";"-";"64";"5";"59";"475";"425";"48";"84";"80";"101";"35";"29";"35";"12";"50";"13";"11";"-";"26";"56";"-";"56";"376";"339";"15";"48";"85";"44";"44";"29";"26";"49";"36";"36";"-";"-";"-"
"Rondônia";"Mulheres";"Parda";"6951";"1700";"5250";"116873";"90499";"5393";"7418";"10330";"12789";"13625";"14425";"13934";"12586";"26374";"9775";"6916";"4805";"4879";"14707";"5459";"9248";"39108";"37102";"7420";"6226";"6132";"5652";"3994";"3250";"2704";"1724";"2006";"939";"573";"245";"249";"27618";"6599";"21019";"86529";"83945";"18829";"16610";"14956";"11625";"8945";"6219";"4322";"2441";"2584";"1504";"665";"236";"178";"3549";"264";"3285";"47588";"46209";"7793";"8848";"8888";"7400";"5201";"4007";"2471";"1601";"1378";"823";"319";"182";"55"
"Rondônia";"Mulheres";"Indígena";"436";"192";"244";"2265";"1907";"306";"204";"244";"206";"273";"268";"233";"174";"359";"128";"67";"46";"118";"407";"123";"284";"676";"651";"228";"129";"108";"71";"39";"41";"17";"19";"24";"-";"-";"-";"24";"300";"68";"232";"714";"707";"202";"123";"129";"53";"68";"59";"27";"46";"7";"7";"-";"-";"-";"10";"-";"10";"262";"236";"82";"12";"37";"33";"16";"52";"5";"-";"25";"25";"-";"-";"-"
"Acre";"Homens";"Branca";"1596";"521";"1076";"16693";"12614";"1159";"1217";"1543";"1881";"1863";"1919";"1649";"1382";"4079";"1421";"903";"690";"1065";"3133";"1312";"1821";"5253";"4801";"1027";"868";"744";"657";"469";"430";"380";"226";"452";"213";"89";"59";"91";"5559";"1438";"4122";"12969";"12188";"3150";"2297";"2162";"1647";"916";"983";"579";"454";"781";"346";"310";"113";"12";"786";"52";"735";"8996";"8475";"1599";"1605";"1214";"1406";"975";"717";"583";"376";"521";"208";"230";"46";"36"
"Acre";"Homens";"Preta";"1042";"274";"768";"13685";"10871";"838";"1049";"1122";"1820";"1600";"1722";"1481";"1240";"2814";"880";"759";"493";"681";"1733";"679";"1055";"3691";"3551";"775";"727";"670";"500";"323";"261";"171";"123";"140";"51";"78";"7";"4";"2283";"486";"1797";"6331";"6129";"1443";"1395";"1244";"770";"566";"334";"266";"110";"202";"134";"37";"20";"10";"150";"-";"150";"2704";"2624";"426";"473";"367";"459";"305";"290";"213";"92";"79";"45";"11";"10";"13"
"Acre";"Homens";"Amarela";"-";"-";"-";"210";"178";"16";"45";"30";"18";"22";"26";"15";"5";"32";"12";"14";"-";"7";"20";"10";"11";"29";"29";"11";"18";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"55";"8";"46";"136";"113";"35";"23";"9";"31";"-";"-";"10";"6";"22";"2";"10";"10";"-";"-";"-";"-";"94";"84";"10";"31";"28";"5";"-";"-";"-";"10";"10";"10";"-";"-";"-"
"Acre";"Homens";"Parda";"7007";"2028";"4979";"67892";"55409";"5197";"5518";"7619";"8679";"8444";"7828";"6380";"5744";"12483";"4631";"3211";"2347";"2294";"11884";"4895";"6990";"20341";"19115";"4826";"3517";"3146";"2633";"1930";"1200";"1052";"811";"1227";"530";"370";"142";"185";"16591";"3903";"12688";"39884";"38455";"9866";"7890";"6792";"5271";"3626";"2284";"1599";"1128";"1429";"761";"354";"176";"138";"1405";"18";"1387";"18868";"18106";"2666";"3183";"3328";"3383";"2347";"1506";"1036";"657";"762";"370";"289";"75";"28"
"Acre";"Homens";"Indígena";"976";"327";"649";"2651";"2257";"485";"366";"347";"296";"249";"182";"180";"152";"395";"90";"81";"86";"139";"660";"199";"461";"817";"779";"220";"169";"131";"85";"76";"49";"39";"11";"38";"1";"35";"1";"1";"440";"67";"373";"911";"896";"318";"163";"148";"123";"56";"42";"37";"9";"15";"-";"4";"9";"2";"9";"-";"9";"279";"275";"10";"45";"62";"57";"34";"32";"27";"8";"3";"3";"-";"-";"-"
