"Tabela 9537 - Pessoas de 10 anos ou mais de idade, por religião, segundo o sexo e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Ano x Religião x Sexo"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"2022"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Católica Apostólica Romana";;"Evangélicas";;"Espírita";;"Umbanda e Candomblé";;"Tradições indígenas";;"Outras religiosidades";;"Sem religião";;"Não sabe";;"Sem declaração"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres"
"Santa Catarina";"20 a 24 anos";"2,57";"2,47";"1,07";"1,12";"0,03";"0,05";"0,04";"0,05";"0,00";"0,00";"0,16";"0,16";"0,51";"0,41";"0,00";"0,00";"0,00";"0,00"
"Santa Catarina";"25 a 29 anos";"2,75";"2,67";"1,12";"1,22";"0,04";"0,07";"0,05";"0,05";"0,00";"0,00";"0,19";"0,19";"0,54";"0,45";"0,01";"0,00";"0,00";"0,00"
"Santa Catarina";"30 a 39 anos";"5,81";"5,73";"2,24";"2,41";"0,13";"0,19";"0,08";"0,10";"0,00";"0,00";"0,36";"0,39";"0,86";"0,69";"0,01";"0,00";"0,01";"0,01"
"Santa Catarina";"40 a 49 anos";"5,34";"5,33";"1,88";"2,12";"0,13";"0,20";"0,06";"0,08";"0,00";"0,00";"0,29";"0,32";"0,52";"0,41";"0,00";"0,00";"0,00";"0,00"
"Santa Catarina";"50 a 59 anos";"4,81";"4,98";"1,39";"1,66";"0,10";"0,18";"0,03";"0,05";"0,00";"0,00";"0,19";"0,24";"0,28";"0,23";"0,00";"0,00";"0,00";"0,00"
"Santa Catarina";"60 a 69 anos";"3,66";"3,94";"0,85";"1,14";"0,08";"0,12";"0,02";"0,02";"0,00";"0,00";"0,11";"0,15";"0,16";"0,12";"0,00";"0,00";"0,00";"0,00"
"Santa Catarina";"70 a 79 anos";"1,84";"2,22";"0,39";"0,56";"0,03";"0,06";"0,00";"0,01";"0,00";"0,00";"0,05";"0,07";"0,06";"0,04";"0,00";"0,00";"0,00";"0,00"
"Santa Catarina";"80 anos ou mais";"0,64";"1,03";"0,13";"0,25";"0,01";"0,02";"0,00";"0,00";"0,00";"0,00";"0,01";"0,03";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"15 a 19 anos";"1,95";"1,83";"0,82";"0,82";"0,06";"0,07";"0,13";"0,16";"0,00";"0,00";"0,11";"0,11";"0,47";"0,44";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"20 a 24 anos";"2,16";"2,04";"0,84";"0,89";"0,06";"0,09";"0,15";"0,19";"0,00";"0,00";"0,12";"0,13";"0,62";"0,58";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"25 a 29 anos";"2,17";"2,16";"0,86";"0,97";"0,06";"0,10";"0,15";"0,19";"0,00";"0,00";"0,13";"0,14";"0,64";"0,54";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"30 a 39 anos";"4,69";"4,77";"1,74";"1,99";"0,17";"0,29";"0,27";"0,37";"0,00";"0,00";"0,28";"0,30";"1,03";"0,84";"0,01";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"40 a 49 anos";"4,71";"4,82";"1,63";"1,84";"0,20";"0,36";"0,24";"0,34";"0,00";"0,00";"0,24";"0,28";"0,71";"0,58";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"50 a 59 anos";"4,68";"4,93";"1,38";"1,68";"0,18";"0,35";"0,17";"0,23";"0,00";"0,00";"0,19";"0,25";"0,47";"0,35";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"60 a 69 anos";"4,12";"4,51";"1,02";"1,37";"0,15";"0,29";"0,10";"0,14";"0,00";"0,00";"0,13";"0,19";"0,29";"0,23";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"70 a 79 anos";"2,29";"2,85";"0,53";"0,78";"0,07";"0,14";"0,03";"0,06";"0,00";"0,00";"0,06";"0,10";"0,12";"0,10";"0,00";"0,00";"0,00";"0,00"
"Rio Grande do Sul";"80 anos ou mais";"0,83";"1,53";"0,19";"0,35";"0,02";"0,05";"0,01";"0,02";"0,00";"0,00";"0,02";"0,05";"0,04";"0,04";"0,00";"0,00";"0,00";"0,00"
"Mato Grosso do Sul";"15 a 19 anos";"2,03";"1,84";"1,41";"1,48";"0,05";"0,04";"0,02";"0,03";"0,01";"0,01";"0,17";"0,17";"0,59";"0,52";"0,00";"0,00";"0,01";"0,01"
"Mato Grosso do Sul";"20 a 24 anos";"2,00";"1,94";"1,40";"1,57";"0,04";"0,04";"0,04";"0,04";"0,01";"0,00";"0,19";"0,18";"0,71";"0,60";"0,01";"0,00";"0,01";"0,01"
"Mato Grosso do Sul";"25 a 29 anos";"2,13";"2,23";"1,50";"1,63";"0,05";"0,06";"0,04";"0,04";"0,00";"0,01";"0,20";"0,22";"0,64";"0,48";"0,00";"0,00";"0,01";"0,01"
"Mato Grosso do Sul";"30 a 39 anos";"4,52";"4,50";"2,81";"3,24";"0,13";"0,18";"0,06";"0,08";"0,01";"0,01";"0,44";"0,45";"1,01";"0,79";"0,01";"0,00";"0,01";"0,01"
"Mato Grosso do Sul";"40 a 49 anos";"4,41";"4,30";"2,49";"3,06";"0,13";"0,20";"0,05";"0,05";"0,00";"0,00";"0,33";"0,34";"0,70";"0,54";"0,01";"0,01";"0,01";"0,01"
"Mato Grosso do Sul";"50 a 59 anos";"3,86";"3,88";"1,82";"2,32";"0,10";"0,18";"0,03";"0,04";"0,00";"0,00";"0,24";"0,29";"0,43";"0,29";"0,00";"0,00";"0,01";"0,01"
"Mato Grosso do Sul";"60 a 69 anos";"2,89";"3,01";"1,10";"1,59";"0,09";"0,14";"0,01";"0,02";"0,00";"0,00";"0,15";"0,18";"0,25";"0,15";"0,00";"0,00";"0,00";"0,00"
"Mato Grosso do Sul";"70 a 79 anos";"1,49";"1,57";"0,54";"0,80";"0,05";"0,06";"0,00";"0,01";"0,00";"0,00";"0,07";"0,10";"0,13";"0,06";"0,00";"0,00";"0,00";"0,00"
"Mato Grosso do Sul";"80 anos ou mais";"0,61";"0,83";"0,23";"0,33";"0,01";"0,03";"0,00";"0,00";"0,00";"0,00";"0,03";"0,04";"0,05";"0,03";"0,00";"-";"0,00";"0,00"
"Mato Grosso";"15 a 19 anos";"2,35";"2,20";"1,33";"1,37";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";"0,15";"0,16";"0,53";"0,48";"0,00";"0,00";"0,00";"0,00"
"Mato Grosso";"20 a 24 anos";"2,52";"2,43";"1,29";"1,41";"0,04";"0,04";"0,02";"0,03";"0,03";"0,02";"0,18";"0,14";"0,66";"0,54";"0,00";"0,00";"0,01";"0,01"
"Mato Grosso";"25 a 29 anos";"2,73";"2,63";"1,34";"1,53";"0,04";"0,04";"0,03";"0,03";"0,02";"0,02";"0,17";"0,18";"0,60";"0,46";"0,00";"0,00";"0,01";"0,00"
"Mato Grosso";"30 a 39 anos";"5,54";"5,34";"2,78";"3,12";"0,09";"0,11";"0,04";"0,06";"0,03";"0,03";"0,33";"0,36";"0,99";"0,71";"0,00";"0,00";"0,01";"0,00"
"Mato Grosso";"40 a 49 anos";"4,99";"4,75";"2,46";"2,87";"0,09";"0,13";"0,03";"0,03";"0,02";"0,02";"0,26";"0,27";"0,71";"0,49";"0,00";"0,00";"0,01";"0,00"
"Mato Grosso";"50 a 59 anos";"4,07";"3,76";"1,71";"2,10";"0,07";"0,12";"0,02";"0,02";"0,01";"0,01";"0,19";"0,19";"0,43";"0,24";"0,00";"0,00";"0,00";"0,00"
"Mato Grosso";"60 a 69 anos";"2,78";"2,54";"0,99";"1,32";"0,05";"0,07";"0,01";"0,01";"0,01";"0,01";"0,10";"0,12";"0,24";"0,11";"0,00";"0,00";"0,00";"0,00"
"Mato Grosso";"70 a 79 anos";"1,31";"1,27";"0,46";"0,60";"0,02";"0,04";"0,00";"0,00";"0,00";"0,00";"0,04";"0,05";"0,10";"0,04";"0,00";"0,00";"0,00";"0,00"
"Mato Grosso";"80 anos ou mais";"0,49";"0,56";"0,18";"0,24";"0,01";"0,01";"-";"0,00";"0,00";"0,00";"0,02";"0,03";"0,04";"0,02";"-";"0,00";"0,00";"0,00"
"Goiás";"15 a 19 anos";"2,03";"1,89";"1,44";"1,51";"0,05";"0,06";"0,02";"0,03";"0,00";"0,00";"0,19";"0,18";"0,51";"0,42";"0,00";"0,00";"0,01";"0,00"
"Goiás";"20 a 24 anos";"2,13";"2,10";"1,44";"1,56";"0,06";"0,08";"0,04";"0,04";"0,00";"0,00";"0,23";"0,21";"0,66";"0,52";"0,00";"0,00";"0,00";"0,01"
"Goiás";"25 a 29 anos";"2,16";"2,20";"1,47";"1,63";"0,06";"0,09";"0,03";"0,03";"0,00";"0,00";"0,24";"0,24";"0,62";"0,46";"0,01";"0,00";"0,01";"0,01"
"Goiás";"30 a 39 anos";"4,62";"4,61";"2,87";"3,41";"0,15";"0,20";"0,06";"0,06";"0,00";"0,00";"0,44";"0,49";"1,01";"0,73";"0,01";"0,00";"0,01";"0,01"
"Goiás";"40 a 49 anos";"4,59";"4,56";"2,57";"3,18";"0,17";"0,23";"0,04";"0,05";"0,00";"0,00";"0,37";"0,39";"0,74";"0,54";"0,00";"0,00";"0,01";"0,01"
"Goiás";"50 a 59 anos";"3,78";"3,79";"1,80";"2,41";"0,14";"0,21";"0,02";"0,03";"0,00";"0,00";"0,23";"0,28";"0,49";"0,31";"0,00";"0,00";"0,00";"0,00"
"Goiás";"60 a 69 anos";"2,70";"2,78";"1,04";"1,55";"0,11";"0,17";"0,01";"0,01";"0,00";"0,00";"0,13";"0,17";"0,28";"0,16";"0,00";"0,00";"0,00";"0,00"
"Goiás";"70 a 79 anos";"1,43";"1,54";"0,51";"0,75";"0,06";"0,08";"0,01";"0,00";"0,00";"0,00";"0,06";"0,07";"0,12";"0,06";"0,00";"0,00";"0,00";"0,00"
"Goiás";"80 anos ou mais";"0,59";"0,76";"0,20";"0,31";"0,02";"0,04";"0,00";"0,00";"-";"-";"0,02";"0,03";"0,05";"0,02";"0,00";"0,00";"0,00";"0,00"
"Distrito Federal";"15 a 19 anos";"2,02";"1,88";"1,34";"1,43";"0,08";"0,08";"0,02";"0,04";"0,00";"-";"0,22";"0,20";"0,63";"0,56";"0,02";"0,00";"0,01";"0,01"
"Distrito Federal";"20 a 24 anos";"2,04";"1,98";"1,30";"1,48";"0,09";"0,11";"0,03";"0,05";"-";"0,00";"0,22";"0,25";"0,85";"0,69";"0,10";"0,00";"0,01";"0,00"
"Distrito Federal";"25 a 29 anos";"1,88";"2,08";"1,26";"1,42";"0,09";"0,12";"0,05";"0,06";"0,00";"0,00";"0,23";"0,25";"0,81";"0,61";"0,12";"0,00";"0,01";"0,01"
"Distrito Federal";"30 a 39 anos";"4,12";"4,65";"2,38";"3,03";"0,22";"0,35";"0,09";"0,12";"0,00";"0,00";"0,47";"0,49";"1,34";"1,09";"0,20";"0,00";"0,01";"0,01"
"Distrito Federal";"40 a 49 anos";"4,44";"4,92";"2,39";"3,27";"0,26";"0,43";"0,07";"0,09";"0,00";"0,00";"0,43";"0,55";"1,05";"0,81";"0,10";"0,00";"0,02";"0,01"
"Distrito Federal";"50 a 59 anos";"3,36";"3,77";"1,61";"2,27";"0,23";"0,35";"0,04";"0,05";"0,00";"0,00";"0,27";"0,35";"0,63";"0,47";"0,03";"0,01";"0,01";"0,01"
"Distrito Federal";"60 a 69 anos";"2,24";"2,75";"0,74";"1,32";"0,16";"0,22";"0,03";"0,03";"-";"0,00";"0,15";"0,21";"0,33";"0,25";"0,01";"0,00";"0,00";"0,00"
"Distrito Federal";"70 a 79 anos";"1,19";"1,66";"0,32";"0,65";"0,08";"0,13";"0,01";"0,01";"-";"0,00";"0,08";"0,11";"0,16";"0,09";"0,00";"0,00";"0,00";"0,00"
"Distrito Federal";"80 anos ou mais";"0,51";"0,85";"0,13";"0,30";"0,05";"0,05";"-";"0,00";"0,00";"0,00";"0,03";"0,05";"0,06";"0,04";"0,00";"0,00";"-";"-"
"Fonte: IBGE - Censo Demográfico"

"Tabela 9537 - Pessoas de 10 anos ou mais de idade, por religião, segundo o sexo e os grupos de idade"
"Variável - Percentual da população residente de 10 anos ou mais de idade, distribuído por religião (%)"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Ano x Religião x Sexo"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"2022"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Católica Apostólica Romana";;"Evangélicas";;"Espírita";;"Umbanda e Candomblé";;"Tradições indígenas";;"Outras religiosidades";;"Sem religião";;"Não sabe";;"Sem declaração"
"Brasil, Grande Região e Unidade da Federação";"Grupo de idade";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres";"Homens";"Mulheres"
"Brasil";"15 a 19 anos";"3,87";"3,62";"4,29";"4,46";"2,27";"2,54";"3,56";"4,81";"7,39";"7,17";"4,09";"3,97";"5,81";"5,14";"4,37";"2,47";"6,01";"4,78"
"Brasil";"20 a 24 anos";"4,02";"3,87";"4,25";"4,73";"2,38";"3,17";"4,89";"6,24";"6,56";"6,34";"4,48";"4,59";"7,34";"6,15";"9,70";"3,80";"6,73";"5,27"
"Brasil";"25 a 29 anos";"3,93";"3,96";"4,19";"4,91";"2,58";"3,68";"5,33";"6,26";"5,33";"5,28";"4,61";"4,99";"7,08";"5,66";"11,01";"3,79";"6,60";"4,51"
"Brasil";"30 a 39 anos";"8,32";"8,54";"8,40";"10,31";"6,68";"9,91";"9,48";"12,13";"9,27";"8,86";"9,20";"10,29";"11,75";"9,10";"18,40";"6,59";"10,64";"7,86"
"Brasil";"40 a 49 anos";"8,23";"8,39";"7,67";"9,71";"7,62";"12,23";"7,83";"10,62";"6,48";"6,13";"8,08";"9,57";"8,69";"6,43";"11,36";"5,23";"8,19";"6,51"
"Brasil";"50 a 59 anos";"7,13";"7,45";"5,55";"7,63";"6,71";"11,36";"5,04";"6,97";"3,95";"3,61";"5,77";"7,46";"5,58";"3,76";"5,25";"3,16";"5,90";"4,77"
"Brasil";"60 a 69 anos";"5,53";"6,05";"3,39";"5,24";"5,45";"9,12";"2,87";"4,05";"2,28";"2,17";"3,63";"5,24";"3,43";"2,16";"2,73";"2,09";"3,75";"3,52"
"Brasil";"70 a 79 anos";"3,04";"3,65";"1,64";"2,69";"2,52";"4,41";"1,09";"1,61";"1,15";"1,11";"1,74";"2,69";"1,50";"0,94";"1,49";"1,19";"1,78";"1,92"
"Brasil";"80 anos ou mais";"1,28";"2,03";"0,65";"1,19";"0,95";"1,92";"0,30";"0,69";"0,72";"0,84";"0,69";"1,31";"0,52";"0,42";"0,71";"1,39";"0,71";"1,15"
"Norte";"15 a 19 anos";"5,13";"4,79";"5,49";"5,68";"2,99";"3,07";"4,27";"6,13";"8,99";"8,58";"5,25";"5,36";"7,05";"6,16";"6,85";"3,12";"6,85";"6,51"
"Norte";"20 a 24 anos";"5,00";"4,77";"4,94";"5,42";"3,28";"3,99";"6,17";"5,80";"7,03";"6,63";"5,47";"5,73";"8,46";"7,05";"13,15";"5,97";"8,60";"6,70"
"Norte";"25 a 29 anos";"4,63";"4,54";"4,55";"5,34";"3,57";"3,67";"6,91";"6,87";"4,87";"4,93";"5,31";"5,80";"7,67";"5,98";"14,62";"2,40";"7,75";"4,75"
"Norte";"30 a 39 anos";"9,16";"9,04";"8,61";"10,38";"7,42";"10,39";"11,70";"10,50";"8,55";"6,91";"9,71";"10,57";"11,94";"8,74";"17,28";"6,20";"9,96";"7,18"
"Norte";"40 a 49 anos";"8,44";"7,99";"7,28";"8,82";"8,44";"11,97";"8,29";"9,05";"5,58";"5,20";"7,80";"8,72";"8,44";"5,42";"8,73";"3,18";"7,75";"6,38"
"Norte";"50 a 59 anos";"6,36";"5,90";"4,84";"6,02";"7,26";"10,02";"4,98";"5,10";"3,27";"2,94";"4,94";"5,65";"4,73";"2,45";"5,13";"2,06";"5,11";"3,23"
"Norte";"60 a 69 anos";"4,42";"4,13";"2,86";"3,73";"5,16";"7,15";"2,85";"2,67";"1,86";"1,71";"2,67";"3,20";"2,61";"1,15";"1,73";"0,62";"2,74";"2,09"
"Norte";"70 a 79 anos";"2,19";"2,18";"1,35";"1,78";"2,35";"2,94";"0,85";"0,92";"0,98";"1,03";"1,20";"1,42";"1,04";"0,43";"1,12";"0,48";"0,84";"0,91"
"Norte";"80 anos ou mais";"0,88";"1,12";"0,56";"0,74";"0,72";"0,71";"0,24";"0,30";"0,69";"0,71";"0,47";"0,67";"0,38";"0,22";"0,45";"0,07";"0,50";"0,60"
"Nordeste";"15 a 19 anos";"4,42";"4,14";"4,37";"4,72";"2,26";"2,62";"3,94";"5,08";"6,70";"6,65";"4,42";"4,43";"6,57";"5,84";"5,25";"3,40";"6,73";"5,50"
"Nordeste";"20 a 24 anos";"4,33";"4,22";"4,11";"4,92";"2,32";"3,13";"5,65";"6,22";"6,37";"6,19";"4,71";"5,00";"7,51";"6,45";"7,43";"5,04";"6,54";"5,82"
"Nordeste";"25 a 29 anos";"4,02";"4,17";"3,95";"5,06";"2,55";"3,84";"5,96";"6,28";"5,43";"5,08";"4,78";"5,21";"6,68";"5,51";"7,70";"5,33";"6,14";"4,49"
"Nordeste";"30 a 39 anos";"8,45";"8,87";"7,93";"10,96";"6,89";"10,98";"9,99";"11,58";"9,61";"9,74";"9,01";"10,74";"11,29";"8,79";"12,19";"8,67";"10,30";"7,49"
"Nordeste";"40 a 49 anos";"8,15";"8,35";"7,18";"10,18";"7,82";"13,23";"8,04";"9,91";"6,54";"6,42";"7,72";"9,88";"8,71";"6,18";"10,09";"6,75";"8,32";"6,59"
"Nordeste";"50 a 59 anos";"6,62";"6,96";"4,95";"7,96";"6,80";"11,44";"4,73";"6,62";"4,24";"4,04";"5,35";"7,33";"5,44";"3,36";"4,69";"4,51";"5,79";"4,17"
"Nordeste";"60 a 69 anos";"4,77";"5,22";"2,79";"5,06";"5,29";"8,39";"2,50";"3,55";"2,55";"2,67";"3,03";"4,67";"3,26";"1,74";"3,13";"2,68";"3,47";"2,81"
"Nordeste";"70 a 79 anos";"2,75";"3,25";"1,47";"2,74";"2,19";"3,59";"1,11";"1,68";"1,62";"1,36";"1,52";"2,31";"1,47";"0,80";"2,01";"1,05";"1,89";"1,92"
"Nordeste";"80 anos ou mais";"1,29";"1,91";"0,66";"1,28";"0,85";"1,59";"0,38";"0,80";"0,82";"0,75";"0,62";"1,18";"0,54";"0,39";"0,75";"0,68";"0,84";"1,15"
"Sudeste";"15 a 19 anos";"3,36";"3,13";"3,99";"4,11";"2,23";"2,46";"3,25";"4,54";"5,40";"5,33";"3,81";"3,60";"5,32";"4,67";"4,22";"2,71";"5,92";"4,10"
"Sudeste";"20 a 24 anos";"3,68";"3,49";"4,12";"4,51";"2,37";"3,11";"4,59";"6,21";"6,06";"6,02";"4,19";"4,28";"6,94";"5,74";"5,89";"4,51";"6,32";"4,74"
"Sudeste";"25 a 29 anos";"3,66";"3,64";"4,11";"4,72";"2,54";"3,58";"5,14";"6,20";"5,25";"5,53";"4,34";"4,70";"6,95";"5,56";"6,51";"4,96";"6,14";"4,31"
"Sudeste";"30 a 39 anos";"7,98";"8,17";"8,43";"10,12";"6,52";"9,49";"9,38";"12,37";"11,70";"11,09";"8,92";"9,92";"11,79";"9,20";"13,29";"8,79";"10,65";"8,05"
"Sudeste";"40 a 49 anos";"8,24";"8,51";"7,91";"9,88";"7,52";"12,02";"7,90";"10,98";"8,45";"7,59";"8,18";"9,70";"8,82";"6,72";"10,53";"7,84";"7,68";"6,88"
"Sudeste";"50 a 59 anos";"7,46";"7,93";"5,85";"7,93";"6,77";"11,44";"5,17";"7,28";"5,22";"4,24";"6,07";"7,85";"5,91";"4,19";"6,38";"4,36";"6,15";"5,51"
"Sudeste";"60 a 69 anos";"6,20";"6,93";"3,65";"5,72";"5,60";"9,52";"3,04";"4,28";"2,35";"2,32";"4,04";"5,94";"3,79";"2,59";"3,50";"3,34";"4,22";"4,31"
"Sudeste";"70 a 79 anos";"3,40";"4,25";"1,71";"2,91";"2,62";"4,69";"1,14";"1,68";"0,96";"0,67";"1,96";"3,13";"1,65";"1,14";"1,93";"1,96";"2,00";"2,28"
"Sudeste";"80 anos ou mais";"1,42";"2,42";"0,65";"1,28";"0,99";"2,12";"0,32";"0,73";"0,50";"1,17";"0,79";"1,54";"0,54";"0,50";"1,16";"2,32";"0,74";"1,33"
"Sul";"15 a 19 anos";"3,44";"3,26";"4,01";"4,02";"2,20";"2,58";"3,99";"5,06";"6,83";"6,10";"3,84";"3,77";"5,20";"4,78";"3,07";"2,00";"3,95";"4,36"
"Sul";"20 a 24 anos";"3,81";"3,66";"4,21";"4,48";"2,16";"3,12";"4,82";"6,22";"5,61";"6,24";"4,40";"4,41";"7,58";"6,53";"11,79";"3,00";"8,10";"4,42"
"Sul";"25 a 29 anos";"3,95";"3,92";"4,32";"4,83";"2,41";"3,86";"5,10";"6,26";"6,65";"6,33";"4,73";"5,02";"7,95";"6,34";"14,69";"3,51";"8,50";"4,10"
"Sul";"30 a 39 anos";"8,23";"8,34";"8,67";"9,76";"6,77";"10,64";"8,94";"11,93";"7,32";"9,52";"9,74";"10,43";"12,34";"9,71";"25,33";"5,09";"14,63";"8,20"
"Sul";"40 a 49 anos";"8,05";"8,19";"7,78";"8,98";"7,57";"12,65";"7,54";"10,57";"7,58";"7,46";"8,18";"9,18";"8,22";"6,37";"10,96";"2,95";"8,34";"4,45"
"Sul";"50 a 59 anos";"7,60";"7,99";"6,13";"7,63";"6,36";"11,60";"5,04";"6,90";"4,41";"4,55";"5,89";"7,60";"5,12";"3,79";"3,76";"1,37";"5,69";"4,93"
"Sul";"60 a 69 anos";"6,07";"6,67";"4,11";"5,66";"5,20";"9,16";"2,81";"4,13";"2,99";"2,25";"3,81";"5,29";"3,04";"2,17";"2,54";"0,99";"3,76";"3,88"
"Sul";"70 a 79 anos";"3,25";"3,97";"2,05";"2,98";"2,26";"4,32";"1,01";"1,57";"1,28";"0,98";"1,68";"2,76";"1,26";"0,90";"1,13";"1,10";"1,59";"1,84"
"Sul";"80 anos ou mais";"1,21";"1,99";"0,75";"1,31";"0,78";"1,67";"0,24";"0,61";"0,68";"0,56";"0,63";"1,27";"0,42";"0,38";"0,29";"2,53";"0,41";"0,98"
"Centro-Oeste";"15 a 19 anos";"3,99";"3,70";"4,43";"4,66";"2,50";"2,76";"3,81";"5,35";"8,00";"7,99";"4,37";"4,28";"6,14";"5,32";"3,51";"1,19";"5,52";"4,43"
"Centro-Oeste";"20 a 24 anos";"4,14";"4,04";"4,38";"4,82";"2,78";"3,49";"5,83";"7,08";"7,12";"6,46";"5,02";"4,81";"7,83";"6,35";"15,40";"0,90";"5,50";"5,66"
"Centro-Oeste";"25 a 29 anos";"4,25";"4,33";"4,48";"5,01";"2,94";"3,89";"6,07";"6,56";"5,43";"5,45";"5,16";"5,43";"7,31";"5,50";"17,71";"1,12";"6,99";"6,09"
"Centro-Oeste";"30 a 39 anos";"8,97";"9,05";"8,76";"10,35";"7,23";"10,12";"10,79";"12,76";"8,44";"8,29";"10,23";"11,00";"11,92";"8,92";"28,91";"2,01";"7,09";"8,56"
"Centro-Oeste";"40 a 49 anos";"8,78";"8,79";"7,97";"9,90";"7,95";"11,81";"7,43";"9,31";"5,21";"4,98";"8,45";"9,22";"8,75";"6,42";"15,61";"1,84";"11,34";"7,04"
"Centro-Oeste";"50 a 59 anos";"7,20";"7,22";"5,57";"7,34";"6,61";"10,57";"4,32";"5,55";"3,07";"2,92";"5,55";"6,64";"5,50";"3,59";"4,94";"1,59";"6,17";"4,30"
"Centro-Oeste";"60 a 69 anos";"5,07";"5,25";"3,15";"4,66";"5,08";"7,58";"2,24";"3,07";"2,20";"2,01";"3,16";"4,04";"3,07";"1,81";"1,61";"0,84";"3,32";"2,86"
"Centro-Oeste";"70 a 79 anos";"2,61";"2,87";"1,50";"2,25";"2,70";"3,90";"1,08";"1,04";"0,77";"1,44";"1,40";"1,87";"1,41";"0,69";"0,68";"0,37";"1,50";"1,09"
"Centro-Oeste";"80 anos ou mais";"1,06";"1,41";"0,60";"0,94";"1,13";"1,62";"0,20";"0,38";"0,88";"1,05";"0,52";"0,84";"0,54";"0,30";"0,29";"0,27";"0,77";"0,95"
"Rondônia";"15 a 19 anos";"4,06";"4,02";"4,49";"4,48";"2,55";"2,95";"6,12";"5,98";"5,78";"6,17";"5,04";"4,99";"6,06";"5,42";"9,95";"1,63";"8,10";"6,35"
"Rondônia";"20 a 24 anos";"4,06";"4,17";"4,07";"4,41";"3,22";"5,01";"6,09";"6,29";"10,82";"7,89";"5,27";"5,17";"7,69";"6,39";"10,33";"2,86";"6,71";"7,33"
"Rondônia";"25 a 29 anos";"4,22";"4,29";"4,14";"4,88";"2,84";"4,44";"5,34";"5,21";"2,98";"7,56";"4,49";"5,35";"7,48";"5,55";"11,59";"0,81";"4,46";"4,15"
"Rondônia";"30 a 39 anos";"8,78";"9,01";"8,57";"10,28";"8,14";"13,50";"9,23";"10,79";"10,04";"4,89";"9,50";"10,74";"12,32";"8,88";"20,38";"6,76";"7,83";"7,58"
"Rondônia";"40 a 49 anos";"8,46";"8,61";"7,94";"9,50";"8,15";"11,94";"8,36";"11,96";"11,05";"5,53";"8,55";"8,34";"9,27";"6,42";"10,87";"2,51";"9,15";"9,05"
"Rondônia";"50 a 59 anos";"7,70";"7,28";"6,02";"7,32";"7,75";"8,58";"6,25";"4,12";"5,24";"2,56";"6,18";"6,95";"5,65";"3,07";"3,82";"2,21";"9,38";"3,40"
"Rondônia";"60 a 69 anos";"5,52";"4,95";"3,81";"4,72";"6,15";"5,56";"2,00";"4,34";"1,67";"0,96";"3,27";"3,63";"3,02";"1,49";"3,02";"2,02";"3,35";"2,18"
"Rondônia";"70 a 79 anos";"2,60";"2,49";"1,84";"2,27";"1,44";"1,96";"2,73";"0,57";"0,46";"0,23";"1,41";"1,48";"1,12";"0,44";"1,97";"-";"0,70";"2,34"
"Rondônia";"80 anos ou mais";"1,06";"1,14";"0,76";"0,81";"0,29";"0,35";"0,09";"-";"1,30";"5,02";"0,58";"0,58";"0,42";"0,19";"0,68";"-";"0,24";"1,04"
"Acre";"15 a 19 anos";"5,59";"5,18";"5,66";"5,74";"4,52";"3,22";"6,16";"11,34";"9,67";"8,09";"5,82";"5,09";"8,00";"6,67";"-";"4,09";"11,23";"8,00"
"Acre";"20 a 24 anos";"5,27";"4,60";"5,25";"5,88";"4,67";"4,53";"7,96";"5,92";"8,46";"7,22";"5,92";"6,18";"8,92";"7,20";"-";"21,35";"8,48";"9,24"
"Acre";"25 a 29 anos";"4,45";"4,57";"4,77";"5,21";"5,05";"3,30";"5,45";"6,50";"6,07";"4,59";"5,41";"5,61";"7,40";"6,37";"10,83";"20,04";"9,68";"0,97"
"Acre";"30 a 39 anos";"8,64";"8,32";"8,73";"10,28";"7,90";"11,02";"8,02";"12,15";"7,87";"7,08";"9,46";"11,57";"10,94";"8,46";"5,01";"-";"7,64";"10,46"
