"Tabela 3193 - Pessoas de 10 anos ou mais de idade, por estado civil, segundo o estado conjugal, a situação do domicílio, o sexo, a cor ou raça e os grupos de idade"
"Variável - Pessoas de 10 anos ou mais de idade (Pessoas)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Ano x Estado civil x Estado conjugal x Situação do domicílio"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"2010"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Casado(a)";;;"Divorciado(a)";;;"Solteiro(a)"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";;;"Total";;;"Total"
"Brasil, Grande Região e Unidade da Federação";"Sexo";"Cor ou raça";"Grupo de idade";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural";"Total";"Urbana";"Rural"
"Pernambuco";"Homens";"Sem declaração";"60 a 64 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Homens";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Branca";"18 e 19 anos";"0,05";"0,04";"0,02";"0,00";"0,00";"0,00";"0,72";"0,60";"0,12"
"Pernambuco";"Mulheres";"Branca";"20 a 24 anos";"0,37";"0,30";"0,07";"0,01";"0,01";"0,00";"1,61";"1,36";"0,24"
"Pernambuco";"Mulheres";"Branca";"25 a 29 anos";"0,66";"0,56";"0,10";"0,03";"0,03";"0,00";"1,27";"1,11";"0,16"
"Pernambuco";"Mulheres";"Branca";"30 a 34 anos";"0,78";"0,66";"0,12";"0,06";"0,06";"0,01";"0,95";"0,83";"0,13"
"Pernambuco";"Mulheres";"Branca";"35 a 39 anos";"0,76";"0,66";"0,11";"0,07";"0,07";"0,00";"0,75";"0,65";"0,10"
"Pernambuco";"Mulheres";"Branca";"40 a 44 anos";"0,78";"0,67";"0,11";"0,10";"0,09";"0,00";"0,58";"0,51";"0,07"
"Pernambuco";"Mulheres";"Branca";"45 a 49 anos";"0,71";"0,61";"0,10";"0,09";"0,09";"0,00";"0,43";"0,38";"0,05"
"Pernambuco";"Mulheres";"Branca";"50 a 54 anos";"0,62";"0,52";"0,10";"0,09";"0,08";"0,00";"0,30";"0,27";"0,03"
"Pernambuco";"Mulheres";"Branca";"55 a 59 anos";"0,51";"0,42";"0,08";"0,07";"0,07";"0,00";"0,22";"0,19";"0,02"
"Pernambuco";"Mulheres";"Branca";"60 a 64 anos";"0,42";"0,34";"0,08";"0,05";"0,05";"0,00";"0,17";"0,15";"0,02"
"Pernambuco";"Mulheres";"Branca";"65 a 69 anos";"0,29";"0,24";"0,05";"0,03";"0,03";"0,00";"0,13";"0,11";"0,02"
"Pernambuco";"Mulheres";"Branca";"70 a 74 anos";"0,21";"0,17";"0,04";"0,02";"0,02";"0,00";"0,10";"0,08";"0,01"
"Pernambuco";"Mulheres";"Branca";"75 a 79 anos";"0,11";"0,09";"0,02";"0,01";"0,01";"0,00";"0,07";"0,06";"0,01"
"Pernambuco";"Mulheres";"Branca";"80 anos ou mais";"0,08";"0,07";"0,02";"0,01";"0,01";"0,00";"0,08";"0,07";"0,01"
"Pernambuco";"Mulheres";"Preta";"18 e 19 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,12";"0,10";"0,02"
"Pernambuco";"Mulheres";"Preta";"20 a 24 anos";"0,05";"0,05";"0,01";"0,00";"0,00";"-";"0,30";"0,26";"0,04"
"Pernambuco";"Mulheres";"Preta";"25 a 29 anos";"0,09";"0,08";"0,01";"0,00";"0,00";"0,00";"0,24";"0,21";"0,03"
"Pernambuco";"Mulheres";"Preta";"30 a 34 anos";"0,11";"0,09";"0,02";"0,01";"0,01";"0,00";"0,20";"0,18";"0,02"
"Pernambuco";"Mulheres";"Preta";"35 a 39 anos";"0,11";"0,10";"0,02";"0,01";"0,01";"0,00";"0,16";"0,15";"0,02"
"Pernambuco";"Mulheres";"Preta";"40 a 44 anos";"0,11";"0,09";"0,02";"0,01";"0,01";"0,00";"0,14";"0,13";"0,02"
"Pernambuco";"Mulheres";"Preta";"45 a 49 anos";"0,10";"0,09";"0,02";"0,01";"0,01";"0,00";"0,12";"0,11";"0,01"
"Pernambuco";"Mulheres";"Preta";"50 a 54 anos";"0,10";"0,08";"0,02";"0,01";"0,01";"0,00";"0,09";"0,08";"0,01"
"Pernambuco";"Mulheres";"Preta";"55 a 59 anos";"0,08";"0,07";"0,01";"0,01";"0,01";"0,00";"0,06";"0,05";"0,01"
"Pernambuco";"Mulheres";"Preta";"60 a 64 anos";"0,06";"0,05";"0,01";"0,01";"0,00";"0,00";"0,04";"0,04";"0,01"
"Pernambuco";"Mulheres";"Preta";"65 a 69 anos";"0,04";"0,03";"0,01";"0,01";"0,01";"0,00";"0,03";"0,03";"0,00"
"Pernambuco";"Mulheres";"Preta";"70 a 74 anos";"0,03";"0,02";"0,01";"0,00";"0,00";"-";"0,03";"0,02";"0,00"
"Pernambuco";"Mulheres";"Preta";"75 a 79 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,00"
"Pernambuco";"Mulheres";"Preta";"80 anos ou mais";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,00"
"Pernambuco";"Mulheres";"Amarela";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,02";"0,02";"0,00"
"Pernambuco";"Mulheres";"Amarela";"20 a 24 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,06";"0,05";"0,01"
"Pernambuco";"Mulheres";"Amarela";"25 a 29 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"-";"0,04";"0,03";"0,00"
"Pernambuco";"Mulheres";"Amarela";"30 a 34 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,03";"0,03";"0,01"
"Pernambuco";"Mulheres";"Amarela";"35 a 39 anos";"0,03";"0,02";"0,00";"0,00";"0,00";"0,00";"0,03";"0,02";"0,00"
"Pernambuco";"Mulheres";"Amarela";"40 a 44 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"0,00";"0,02";"0,02";"0,00"
"Pernambuco";"Mulheres";"Amarela";"45 a 49 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Pernambuco";"Mulheres";"Amarela";"50 a 54 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Mulheres";"Amarela";"55 a 59 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Mulheres";"Amarela";"60 a 64 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,00";"0,00"
"Pernambuco";"Mulheres";"Amarela";"65 a 69 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Amarela";"70 a 74 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Amarela";"75 a 79 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-"
"Pernambuco";"Mulheres";"Amarela";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Parda";"18 e 19 anos";"0,10";"0,07";"0,03";"0,00";"0,00";"0,00";"1,14";"0,90";"0,24"
"Pernambuco";"Mulheres";"Parda";"20 a 24 anos";"0,57";"0,41";"0,15";"0,01";"0,01";"0,00";"2,56";"2,06";"0,50"
"Pernambuco";"Mulheres";"Parda";"25 a 29 anos";"0,93";"0,73";"0,20";"0,04";"0,03";"0,00";"2,00";"1,65";"0,35"
"Pernambuco";"Mulheres";"Parda";"30 a 34 anos";"1,03";"0,81";"0,21";"0,07";"0,06";"0,01";"1,63";"1,36";"0,27"
"Pernambuco";"Mulheres";"Parda";"35 a 39 anos";"1,05";"0,82";"0,23";"0,09";"0,08";"0,01";"1,26";"1,07";"0,20"
"Pernambuco";"Mulheres";"Parda";"40 a 44 anos";"1,04";"0,81";"0,23";"0,10";"0,10";"0,01";"0,97";"0,82";"0,15"
"Pernambuco";"Mulheres";"Parda";"45 a 49 anos";"0,96";"0,76";"0,20";"0,11";"0,10";"0,01";"0,73";"0,62";"0,11"
"Pernambuco";"Mulheres";"Parda";"50 a 54 anos";"0,83";"0,64";"0,18";"0,09";"0,08";"0,01";"0,48";"0,41";"0,07"
"Pernambuco";"Mulheres";"Parda";"55 a 59 anos";"0,69";"0,53";"0,16";"0,07";"0,07";"0,00";"0,37";"0,31";"0,06"
"Pernambuco";"Mulheres";"Parda";"60 a 64 anos";"0,52";"0,39";"0,12";"0,05";"0,05";"0,00";"0,26";"0,21";"0,04"
"Pernambuco";"Mulheres";"Parda";"65 a 69 anos";"0,35";"0,26";"0,09";"0,03";"0,03";"0,00";"0,19";"0,15";"0,03"
"Pernambuco";"Mulheres";"Parda";"70 a 74 anos";"0,23";"0,17";"0,06";"0,02";"0,02";"0,00";"0,13";"0,10";"0,03"
"Pernambuco";"Mulheres";"Parda";"75 a 79 anos";"0,11";"0,08";"0,03";"0,01";"0,01";"0,00";"0,07";"0,06";"0,02"
"Pernambuco";"Mulheres";"Parda";"80 anos ou mais";"0,08";"0,06";"0,02";"0,00";"0,00";"0,00";"0,09";"0,07";"0,02"
"Pernambuco";"Mulheres";"Indígena";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,01";"0,01";"0,01"
"Pernambuco";"Mulheres";"Indígena";"20 a 24 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,03";"0,01";"0,01"
"Pernambuco";"Mulheres";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Pernambuco";"Mulheres";"Indígena";"30 a 34 anos";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Pernambuco";"Mulheres";"Indígena";"35 a 39 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Mulheres";"Indígena";"40 a 44 anos";"0,01";"0,00";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Mulheres";"Indígena";"45 a 49 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Pernambuco";"Mulheres";"Indígena";"50 a 54 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Indígena";"55 a 59 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Indígena";"60 a 64 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Indígena";"65 a 69 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Indígena";"70 a 74 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"-"
"Pernambuco";"Mulheres";"Indígena";"75 a 79 anos";"0,00";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Indígena";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Pernambuco";"Mulheres";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Mulheres";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Mulheres";"Sem declaração";"40 a 44 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"45 a 49 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"50 a 54 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"55 a 59 anos";"0,00";"0,00";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"0,00";"0,00";"-"
"Pernambuco";"Mulheres";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Pernambuco";"Mulheres";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Branca";"18 e 19 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"-";"0,65";"0,47";"0,17"
"Alagoas";"Homens";"Branca";"20 a 24 anos";"0,19";"0,13";"0,06";"0,00";"0,00";"0,00";"1,43";"1,10";"0,33"
"Alagoas";"Homens";"Branca";"25 a 29 anos";"0,44";"0,34";"0,10";"0,01";"0,01";"0,00";"1,06";"0,84";"0,22"
"Alagoas";"Homens";"Branca";"30 a 34 anos";"0,60";"0,46";"0,13";"0,04";"0,03";"0,00";"0,73";"0,57";"0,16"
"Alagoas";"Homens";"Branca";"35 a 39 anos";"0,58";"0,46";"0,12";"0,04";"0,04";"0,00";"0,52";"0,40";"0,12"
"Alagoas";"Homens";"Branca";"40 a 44 anos";"0,56";"0,43";"0,13";"0,04";"0,04";"0,00";"0,41";"0,32";"0,09"
"Alagoas";"Homens";"Branca";"45 a 49 anos";"0,56";"0,44";"0,11";"0,05";"0,05";"0,00";"0,27";"0,21";"0,06"
"Alagoas";"Homens";"Branca";"50 a 54 anos";"0,46";"0,36";"0,10";"0,05";"0,05";"0,01";"0,16";"0,12";"0,04"
"Alagoas";"Homens";"Branca";"55 a 59 anos";"0,43";"0,33";"0,10";"0,04";"0,04";"0,00";"0,12";"0,09";"0,03"
"Alagoas";"Homens";"Branca";"60 a 64 anos";"0,35";"0,26";"0,09";"0,02";"0,02";"0,00";"0,09";"0,06";"0,03"
"Alagoas";"Homens";"Branca";"65 a 69 anos";"0,25";"0,18";"0,07";"0,02";"0,02";"0,00";"0,06";"0,04";"0,02"
"Alagoas";"Homens";"Branca";"70 a 74 anos";"0,19";"0,14";"0,04";"0,01";"0,01";"0,00";"0,04";"0,02";"0,01"
"Alagoas";"Homens";"Branca";"75 a 79 anos";"0,10";"0,07";"0,03";"0,01";"0,01";"0,00";"0,03";"0,02";"0,01"
"Alagoas";"Homens";"Branca";"80 anos ou mais";"0,11";"0,09";"0,03";"0,00";"0,00";"0,00";"0,03";"0,02";"0,01"
"Alagoas";"Homens";"Preta";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,15";"0,11";"0,04"
"Alagoas";"Homens";"Preta";"20 a 24 anos";"0,05";"0,04";"0,01";"0,00";"0,00";"-";"0,36";"0,28";"0,08"
"Alagoas";"Homens";"Preta";"25 a 29 anos";"0,12";"0,10";"0,02";"0,00";"0,00";"0,00";"0,30";"0,24";"0,05"
"Alagoas";"Homens";"Preta";"30 a 34 anos";"0,14";"0,11";"0,03";"0,01";"0,01";"0,00";"0,25";"0,20";"0,05"
"Alagoas";"Homens";"Preta";"35 a 39 anos";"0,14";"0,11";"0,03";"0,01";"0,01";"0,00";"0,17";"0,14";"0,04"
"Alagoas";"Homens";"Preta";"40 a 44 anos";"0,14";"0,11";"0,03";"0,01";"0,00";"0,00";"0,15";"0,12";"0,03"
"Alagoas";"Homens";"Preta";"45 a 49 anos";"0,14";"0,11";"0,03";"0,01";"0,00";"0,00";"0,12";"0,09";"0,03"
"Alagoas";"Homens";"Preta";"50 a 54 anos";"0,13";"0,10";"0,03";"0,01";"0,01";"0,00";"0,07";"0,05";"0,02"
"Alagoas";"Homens";"Preta";"55 a 59 anos";"0,11";"0,08";"0,03";"0,01";"0,01";"0,00";"0,04";"0,03";"0,01"
"Alagoas";"Homens";"Preta";"60 a 64 anos";"0,09";"0,07";"0,02";"0,01";"0,00";"0,00";"0,04";"0,02";"0,01"
"Alagoas";"Homens";"Preta";"65 a 69 anos";"0,06";"0,04";"0,02";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Alagoas";"Homens";"Preta";"70 a 74 anos";"0,05";"0,03";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Alagoas";"Homens";"Preta";"75 a 79 anos";"0,02";"0,01";"0,01";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Alagoas";"Homens";"Preta";"80 anos ou mais";"0,02";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Alagoas";"Homens";"Amarela";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,03";"0,02";"0,01"
"Alagoas";"Homens";"Amarela";"20 a 24 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,06";"0,05";"0,01"
"Alagoas";"Homens";"Amarela";"25 a 29 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,04";"0,03";"0,01"
"Alagoas";"Homens";"Amarela";"30 a 34 anos";"0,02";"0,02";"0,00";"0,00";"0,00";"-";"0,02";"0,02";"0,01"
"Alagoas";"Homens";"Amarela";"35 a 39 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,02";"0,01";"0,01"
"Alagoas";"Homens";"Amarela";"40 a 44 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00"
"Alagoas";"Homens";"Amarela";"45 a 49 anos";"0,02";"0,01";"0,00";"0,00";"0,00";"-";"0,01";"0,01";"0,00"
"Alagoas";"Homens";"Amarela";"50 a 54 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Amarela";"55 a 59 anos";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Amarela";"60 a 64 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Amarela";"65 a 69 anos";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Amarela";"70 a 74 anos";"0,00";"0,00";"-";"-";"-";"-";"0,00";"0,00";"-"
"Alagoas";"Homens";"Amarela";"75 a 79 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Alagoas";"Homens";"Amarela";"80 anos ou mais";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"-"
"Alagoas";"Homens";"Parda";"18 e 19 anos";"0,03";"0,02";"0,01";"-";"-";"-";"1,39";"0,96";"0,43"
"Alagoas";"Homens";"Parda";"20 a 24 anos";"0,41";"0,28";"0,13";"0,01";"0,01";"0,00";"2,95";"2,10";"0,85"
"Alagoas";"Homens";"Parda";"25 a 29 anos";"0,82";"0,58";"0,24";"0,02";"0,02";"0,00";"2,27";"1,66";"0,61"
"Alagoas";"Homens";"Parda";"30 a 34 anos";"1,07";"0,77";"0,30";"0,03";"0,03";"0,01";"1,65";"1,22";"0,43"
"Alagoas";"Homens";"Parda";"35 a 39 anos";"1,07";"0,78";"0,29";"0,05";"0,04";"0,01";"1,22";"0,91";"0,31"
"Alagoas";"Homens";"Parda";"40 a 44 anos";"1,12";"0,79";"0,33";"0,07";"0,06";"0,01";"0,94";"0,68";"0,25"
"Alagoas";"Homens";"Parda";"45 a 49 anos";"0,97";"0,67";"0,29";"0,08";"0,07";"0,01";"0,67";"0,50";"0,17"
"Alagoas";"Homens";"Parda";"50 a 54 anos";"0,88";"0,63";"0,25";"0,07";"0,06";"0,01";"0,43";"0,31";"0,12"
"Alagoas";"Homens";"Parda";"55 a 59 anos";"0,75";"0,52";"0,23";"0,06";"0,05";"0,01";"0,31";"0,22";"0,09"
"Alagoas";"Homens";"Parda";"60 a 64 anos";"0,66";"0,44";"0,22";"0,04";"0,03";"0,01";"0,22";"0,15";"0,07"
"Alagoas";"Homens";"Parda";"65 a 69 anos";"0,47";"0,31";"0,15";"0,02";"0,02";"0,01";"0,16";"0,09";"0,06"
"Alagoas";"Homens";"Parda";"70 a 74 anos";"0,28";"0,19";"0,09";"0,02";"0,01";"0,00";"0,10";"0,06";"0,04"
"Alagoas";"Homens";"Parda";"75 a 79 anos";"0,16";"0,11";"0,05";"0,00";"0,00";"0,00";"0,06";"0,04";"0,02"
"Alagoas";"Homens";"Parda";"80 anos ou mais";"0,16";"0,11";"0,05";"0,01";"0,00";"0,00";"0,06";"0,04";"0,02"
"Alagoas";"Homens";"Indígena";"18 e 19 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,01"
"Alagoas";"Homens";"Indígena";"20 a 24 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,02";"0,01";"0,01"
"Alagoas";"Homens";"Indígena";"25 a 29 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,01"
"Alagoas";"Homens";"Indígena";"30 a 34 anos";"0,01";"0,00";"0,00";"-";"-";"-";"0,01";"0,00";"0,01"
"Alagoas";"Homens";"Indígena";"35 a 39 anos";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"40 a 44 anos";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"45 a 49 anos";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,01";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"50 a 54 anos";"0,01";"0,00";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"55 a 59 anos";"0,01";"0,00";"0,00";"0,00";"-";"0,00";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"60 a 64 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"65 a 69 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"70 a 74 anos";"0,00";"0,00";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"75 a 79 anos";"0,00";"-";"0,00";"-";"-";"-";"0,00";"0,00";"0,00"
"Alagoas";"Homens";"Indígena";"80 anos ou mais";"0,00";"-";"0,00";"-";"-";"-";"0,00";"-";"0,00"
"Alagoas";"Homens";"Sem declaração";"18 e 19 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"20 a 24 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"25 a 29 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"30 a 34 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"35 a 39 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"40 a 44 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"45 a 49 anos";"-";"-";"-";"0,00";"-";"0,00";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"50 a 54 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"55 a 59 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"60 a 64 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"65 a 69 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"70 a 74 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"75 a 79 anos";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Homens";"Sem declaração";"80 anos ou mais";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Alagoas";"Mulheres";"Branca";"18 e 19 anos";"0,06";"0,04";"0,02";"0,00";"0,00";"0,00";"0,66";"0,50";"0,16"
"Alagoas";"Mulheres";"Branca";"20 a 24 anos";"0,37";"0,26";"0,10";"0,01";"0,01";"0,00";"1,40";"1,12";"0,28"
"Alagoas";"Mulheres";"Branca";"25 a 29 anos";"0,58";"0,45";"0,12";"0,03";"0,03";"0,00";"1,03";"0,85";"0,19"
"Alagoas";"Mulheres";"Branca";"30 a 34 anos";"0,68";"0,54";"0,15";"0,06";"0,06";"0,00";"0,80";"0,65";"0,14"
"Alagoas";"Mulheres";"Branca";"35 a 39 anos";"0,65";"0,51";"0,14";"0,08";"0,07";"0,00";"0,58";"0,48";"0,10"
"Alagoas";"Mulheres";"Branca";"40 a 44 anos";"0,64";"0,51";"0,13";"0,08";"0,08";"0,00";"0,44";"0,37";"0,07"
"Alagoas";"Mulheres";"Branca";"45 a 49 anos";"0,58";"0,47";"0,11";"0,08";"0,08";"0,00";"0,30";"0,26";"0,05"
"Alagoas";"Mulheres";"Branca";"50 a 54 anos";"0,48";"0,38";"0,11";"0,07";"0,06";"0,01";"0,21";"0,18";"0,03"
"Alagoas";"Mulheres";"Branca";"55 a 59 anos";"0,41";"0,31";"0,10";"0,05";"0,05";"0,00";"0,14";"0,12";"0,03"
"Alagoas";"Mulheres";"Branca";"60 a 64 anos";"0,29";"0,22";"0,07";"0,03";"0,03";"0,00";"0,12";"0,09";"0,02"
"Alagoas";"Mulheres";"Branca";"65 a 69 anos";"0,20";"0,15";"0,05";"0,03";"0,02";"0,00";"0,09";"0,07";"0,02"
"Alagoas";"Mulheres";"Branca";"70 a 74 anos";"0,12";"0,09";"0,03";"0,01";"0,01";"0,00";"0,07";"0,05";"0,01"
"Alagoas";"Mulheres";"Branca";"75 a 79 anos";"0,08";"0,06";"0,02";"0,01";"0,01";"0,00";"0,05";"0,04";"0,01"
"Alagoas";"Mulheres";"Branca";"80 anos ou mais";"0,06";"0,05";"0,01";"0,00";"0,00";"0,00";"0,05";"0,04";"0,01"
"Alagoas";"Mulheres";"Preta";"18 e 19 anos";"0,01";"0,01";"0,00";"-";"-";"-";"0,12";"0,09";"0,03"
"Alagoas";"Mulheres";"Preta";"20 a 24 anos";"0,06";"0,05";"0,01";"0,00";"0,00";"-";"0,27";"0,21";"0,05"
